137.42,-34.41
137.44,-34.352
137.44,-34.143
137.46,-34.124
137.46,-34.086
137.49,-34.086
137.49,-33.915
137.53,-33.877
137.57,-33.877
137.63,-33.82
137.66,-33.82
137.72,-33.763
137.76,-33.763
137.76,-33.706
137.8,-33.668
137.82,-33.63
137.85,-33.592
137.89,-33.516
137.89,-33.497
137.85,-33.402
137.85,-33.364
137.84,-33.345
137.84,-33.326
137.82,-33.288
137.82,-33.212
137.87,-33.155
137.91,-33.155
137.93,-33.098
137.93,-33.079
137.91,-33.041
137.91,-32.984
137.89,-32.984
137.89,-32.87
137.87,-32.813
137.87,-32.775
137.85,-32.756
137.82,-32.66
137.8,-32.642
137.78,-32.604
137.78,-32.565
137.76,-32.508
137.76,-32.451
137.74,-32.356
137.7,-32.432
137.7,-32.546
137.72,-32.584
137.72,-32.756
137.7,-32.775
137.72,-32.794
137.72,-32.927
137.7,-32.965
137.66,-32.984
137.63,-32.984
137.51,-33.098
137.47,-33.117
137.42,-33.174
137.4,-33.212
137.38,-33.231
137.38,-33.269
137.36,-33.288
137.36,-33.307
137.34,-33.307
137.34,-33.326
137.32,-33.345
137.32,-33.383
137.3,-33.421
136.87,-33.725
136.83,-33.763
136.87,-33.763
136.89,-33.744
136.9,-33.782
136.89,-33.801
136.85,-33.82
136.79,-33.82
136.75,-33.839
136.71,-33.839
136.7,-33.858
136.62,-33.896
136.52,-33.991
136.49,-33.991
136.45,-34.01
136.41,-34.048
136.33,-34.086
136.28,-34.143
136.26,-34.181
136.26,-34.238
136.18,-34.315
136.18,-34.334
136.16,-34.352
136.14,-34.391
136.11,-34.391
136.09,-34.429
136.09,-34.467
136.11,-34.467
136.11,-34.486
136.05,-34.486
135.95,-34.524
135.92,-34.562
135.92,-34.581
135.9,-34.619
135.82,-34.695
135.8,-34.733
135.8,-34.771
135.82,-34.79
135.8,-34.79
135.8,-34.809
135.84,-34.79
135.95,-34.79
135.93,-34.809
135.93,-34.847
135.92,-34.885
135.92,-34.98
135.88,-34.98
135.8,-34.923
135.8,-34.904
135.78,-34.904
135.78,-34.885
135.69,-34.885
135.65,-34.923
135.65,-34.98
135.63,-34.98
135.54,-34.885
135.5,-34.828
135.46,-34.79
135.42,-34.714
135.4,-34.714
135.38,-34.695
135.35,-34.695
135.33,-34.676
135.31,-34.638
135.27,-34.619
135.23,-34.581
135.19,-34.562
135.19,-34.581
135.16,-34.619
135.14,-34.619
135.12,-34.6
135.12,-34.581
135.1,-34.543
135.12,-34.505
135.12,-34.486
135.14,-34.467
135.17,-34.467
135.19,-34.505
135.23,-34.524
135.25,-34.524
135.27,-34.581
135.31,-34.619
135.36,-34.619
135.38,-34.657
135.42,-34.657
135.46,-34.619
135.46,-34.6
135.44,-34.581
135.38,-34.581
135.36,-34.6
135.36,-34.619
135.35,-34.581
135.35,-34.315
135.33,-34.258
135.31,-34.258
135.29,-34.219
135.21,-34.2
135.19,-34.181
135.21,-34.105
135.25,-34.048
135.25,-33.991
135.23,-33.953
135.19,-33.953
135.19,-33.934
135.17,-33.896
135.12,-33.839
135.12,-33.82
135.08,-33.82
135.06,-33.782
134.98,-33.744
134.91,-33.687
134.85,-33.687
134.85,-33.668
134.83,-33.63
134.81,-33.611
134.83,-33.554
134.83,-33.383
134.81,-33.345
134.76,-33.288
134.7,-33.269
134.7,-33.231
134.66,-33.193
134.66,-33.174
134.58,-33.174
134.58,-33.193
134.6,-33.212
134.6,-33.231
134.55,-33.231
134.55,-33.212
134.51,-33.212
134.51,-33.193
134.47,-33.193
134.41,-33.155
134.38,-33.155
134.36,-33.136
134.32,-33.117
134.3,-33.098
134.28,-33.098
134.28,-33.117
134.3,-33.155
134.3,-33.193
134.26,-33.174
134.2,-33.06
134.19,-33.06
134.17,-33.022
134.17,-32.946
134.15,-32.927
134.09,-32.927
134.07,-32.889
134.07,-32.87
134.09,-32.832
134.09,-32.794
134.07,-32.756
134.07,-32.718
134.09,-32.718
134.13,-32.736
134.19,-32.813
134.19,-32.832
134.2,-32.813
134.24,-32.794
134.26,-32.775
134.26,-32.68
134.28,-32.66
134.26,-32.66
134.26,-32.642
134.22,-32.584
134.17,-32.527
134.03,-32.527
134,-32.546
133.92,-32.546
133.9,-32.527
133.9,-32.47
133.88,-32.413
133.88,-32.394
133.9,-32.375
133.92,-32.375
133.88,-32.299
133.86,-32.242
133.84,-32.223
133.2,-32.223
133.16,-32.204
133.1,-32.204
133.08,-32.185
133.04,-32.109
132.99,-32.09
132.97,-32.052
132.91,-32.033
132.91,-32.014
132.85,-31.976
132.84,-31.995
132.84,-31.976
132.78,-31.976
132.76,-31.957
132.53,-31.957
132.47,-32.014
132.44,-32.033
132.25,-32.033
132.25,-32.071
132.23,-32.109
132.13,-32.09
132.09,-32.071
132.09,-32.014
131.64,-31.957
131.6,-31.919
131.6,-31.881
131.54,-31.862
131.52,-31.843
131.5,-31.843
131.49,-31.824
131.45,-31.805
131.41,-31.805
131.39,-31.767
131.37,-31.748
131.31,-31.729
131.26,-31.672
131.16,-31.634
131.14,-31.615
131.01,-31.615
130.99,-31.596
130.86,-31.596
130.73,-31.653
130.71,-31.653
130.69,-31.672
130.63,-31.691
130.57,-31.691
130.52,-31.71
130.38,-31.71
130.23,-31.653
130.08,-31.653
130.04,-31.634
129.91,-31.634
129.89,-31.653
129.79,-31.691
129.76,-31.691
129.7,-31.71
129.24,-31.71
129.15,-31.729
129.01,-31.729
128.96,-31.748
128.88,-31.748
