   1.9230769e-02   1.0000000e+00
   3.8461538e-02   1.0000000e+00
   5.7692308e-02   1.0000000e+00
   7.6923077e-02   1.0000000e+00
   9.6153846e-02   1.0000000e+00
   1.1538462e-01   1.0000000e+00
   1.3461538e-01   1.0000000e+00
   1.5384615e-01   1.0000000e+00
   1.7307692e-01   1.0000000e+00
   1.9230769e-01   1.0000000e+00
   2.1153846e-01   1.0000000e+00
   2.3076923e-01   1.0000000e+00
   2.5000000e-01   1.0000000e+00
   2.6923077e-01   1.0000000e+00
   2.8846154e-01   1.0000000e+00
   3.0769231e-01   1.0000000e+00
   3.2692308e-01   2.0000000e+00
   3.4615385e-01   2.0000000e+00
   3.6538462e-01   2.0000000e+00
   3.8461538e-01   2.0000000e+00
   4.0384615e-01   2.0000000e+00
   4.2307692e-01   2.0000000e+00
   4.4230769e-01   2.0000000e+00
   4.6153846e-01   2.0000000e+00
   4.8076923e-01   2.0000000e+00
   5.0000000e-01   2.0000000e+00
   5.1923077e-01   2.0000000e+00
   5.3846154e-01   3.0000000e+00
   5.5769231e-01   3.0000000e+00
   5.7692308e-01   3.0000000e+00
   5.9615385e-01   3.0000000e+00
   6.1538462e-01   3.0000000e+00
   6.3461538e-01   3.0000000e+00
   6.5384615e-01   3.0000000e+00
   6.7307692e-01   3.0000000e+00
   6.9230769e-01   3.0000000e+00
   7.1153846e-01   3.0000000e+00
   7.3076923e-01   3.0000000e+00
   7.5000000e-01   4.0000000e+00
   7.6923077e-01   4.0000000e+00
   7.8846154e-01   4.0000000e+00
   8.0769231e-01   4.0000000e+00
   8.2692308e-01   5.0000000e+00
   8.4615385e-01   5.0000000e+00
   8.6538462e-01   5.0000000e+00
   8.8461538e-01   5.0000000e+00
   9.0384615e-01   6.0000000e+00
   9.2307692e-01   6.0000000e+00
   9.4230769e-01   6.0000000e+00
   9.6153846e-01   6.0000000e+00
   9.8076923e-01   6.0000000e+00
   1.0000000e+00   6.0000000e+00
   1.0192308e+00   6.0000000e+00
   1.0384615e+00   5.0000000e+00
   1.0576923e+00   6.0000000e+00
   1.0769231e+00   6.0000000e+00
   1.0961538e+00   6.0000000e+00
   1.1153846e+00   6.0000000e+00
   1.1346154e+00   6.0000000e+00
   1.1538462e+00   6.0000000e+00
   1.1730769e+00   6.0000000e+00
   1.1923077e+00   6.0000000e+00
   1.2115385e+00   6.0000000e+00
   1.2307692e+00   6.0000000e+00
   1.2500000e+00   6.0000000e+00
   1.2692308e+00   6.0000000e+00
   1.2884615e+00   6.0000000e+00
   1.3076923e+00   7.0000000e+00
   1.3269231e+00   7.0000000e+00
   1.3461538e+00   7.0000000e+00
   1.3653846e+00   7.0000000e+00
   1.3846154e+00   8.0000000e+00
   1.4038462e+00   8.0000000e+00
   1.4230769e+00   8.0000000e+00
   1.4423077e+00   8.0000000e+00
   1.4615385e+00   8.0000000e+00
   1.4807692e+00   9.0000000e+00
   1.5000000e+00   9.0000000e+00
   1.5192308e+00   9.0000000e+00
   1.5384615e+00   1.0000000e+01
   1.5576923e+00   1.0000000e+01
   1.5769231e+00   1.0000000e+01
   1.5961538e+00   1.2000000e+01
   1.6153846e+00   1.1000000e+01
   1.6346154e+00   1.1000000e+01
   1.6538462e+00   1.1000000e+01
   1.6730769e+00   1.2000000e+01
   1.6923077e+00   1.3000000e+01
   1.7115385e+00   1.3000000e+01
   1.7307692e+00   1.3000000e+01
   1.7500000e+00   1.4000000e+01
   1.7692308e+00   1.4000000e+01
   1.7884615e+00   1.4000000e+01
   1.8076923e+00   1.5000000e+01
   1.8269231e+00   1.5000000e+01
   1.8461538e+00   1.6000000e+01
